id,en,fr,de,pt-BR,zh-CN
terminal_rightTutorial,Взаимодействие справа,L'utilisateur de droite interagit,Benutzerinteraktion rechts,Interação do usuário à direita,右侧用户交互
terminal_sequence,Последовательность,Séquence,Sequenz,Sequência,序列
terminal_sequenceFailed,ПОСЛЕДОВАТЕЛЬНОСТЬ ПРОВАЛЕНА,SÉQUENCE ÉCHOUÉE,SEQUENZ NICHT BESTANDEN,SEQUÊNCIA FALHOU,序列失败
terminal_sequencePassed,ПОСЛЕДОВАТЕЛЬНОСТЬ ПРОЙДЕНА,SÉQUENCE RÉUSSIE,SEQUENZ BESTANDEN,SEQUÊNCIA BEM-SUCEDIDA,序列通过
terminal_startingSequence,Запуск последовательности,Démarrage de la séquence,Startsequenz,Iniciando sequência,开始序列
terminal_threasholdReached,Порог достигнут,Objectif atteint,Grenzwert erreicht,Limite Atingido,达到阈值
terminal_timeLimit,Лимит времени,Limite de temps,Zeitlimit,Limite de Tempo,时间限制
terminal_waitingForUsers,Ожидание пользователей...,En attente d'utilisateur...,Warten auf Benutzer...,Aguardando usuários...,等待用户……
timespan_Day,день,jour,Tag,dia,天
timespan_Day,день,jour,Tag,dia,天
timespan_DayAgo,день назад,jour,Tag,dia atrás,天前
timespan_Days,дн.,jours,Tage,dias,天
timespan_Days,дн.,jours,Tage,dias,天
timespan_DaysAgo,дн. назад,jours,vor Tagen,dias atrás,天前
timespan_Hour,час,heure,Stunde,hora,小时
timespan_HourAgo,час назад,heure,Stunde,hora atrás,小时前
timespan_Hours,ч.,heures,Stunden,horas,小时
timespan_HoursAgo,ч. назад,heures,stunden,horas atrás,小时前
timespan_LessMinute,Меньше минуты,Moins d’une minute,Weniger als eine Minute,Menos de um minuto,不到一分钟
timespan_LessMinuteAgo,Меньше минуты назад,Il y a moins d'une minute,vor weniger als einer Minute,Há menos de um minuto,不到一分钟前
timespan_Minute,минута,minute,Minute,minuto,分钟
timespan_MinuteAgo,минуту назад,minute,Minute,minuto atrás,分钟前
timespan_Minutes,мин.,minutes,Minuten,minutos,分钟
timespan_MinutesAgo,мин. назад,minutes,minuten,minutos atrás,分钟前
timespan_Month,месяц,mois,Monat,mês,月
timespan_MonthAgo,месяц назад,il y a un mois,vor einem Monat,mês atrás,个月前
timespan_Months,мес.,mois,Monate,meses,月
timespan_MonthsAgo,мес. назад,mois,monaten,meses atrás,个月前
timespan_Never,Никогда,Jamais,Niemals,Nunca,从不
timespan_Prefix,-,il y a,vor,-,-
timespan_SecondAgo,секунду назад,seconde,Sekunde,segundo atrás,秒前
timespan_Seconds,сек.,secondes,Sekunden,segundos,秒
timespan_SecondsAgo,сек. назад,secondes,Sekunden,segundos atrás,秒钟前
timespan_WeeksAgo,нед. назад,semaines,Wochen,semanas atrás,星期前
timespan_Year,год,année,Jahr,ano,年
timespan_YearAgo,год назад,il y a un an,vor einem Jahr,ano atrás,年前
timespan_Years,лет,années,Jahre,anos,年
timespan_YearsAgo,лет назад,années,vor Jahren,anos atrás,年前
toolTip_Rebinding,"Привязки геймпада подсвечены жёлтым, клавиатуры — синим, мыши — белым. Чтобы изменения применились, нажмите «Применить»!",Les binds de la Manette de Jeu sont en jaune, ceux du Clavier sont en bleu et ceux de la Souris en blanc. Applique les Modifications pour que cela prenne effet !,Die Tastenbelegungen für Gamecontroller sind gelb, die für Tastatur blau und die für Maus weiß. Änderungen übernehmen, damit diese wirksam werden!,Os atalhos do controle são destacados em amarelo, os do teclado em azul e os do mouse em branco. Aplique as alterações para que isso tenha efeito!,手柄绑定为黄色，键盘绑定为蓝色，鼠标绑定为白色。 应用更改后生效！
transit_Elsewhere,Эта остановка,Cet arrêt,Diese Haltestelle,Esta parada,此站点
transit_Here,Транспорт прибыл,Transit arrivé,Transit angekommen,Transporte chegou,已抵达
transit_OnWay,Транспорт в пути,Transit en route,Transit unterwegs,Transporte a caminho,正在前往
transit_to,Транспорт в,Transit vers,Transit nach,Destino do transporte:,前往
cosmetic_cameraHat,Шляпа-камера,Chapeau caméra,Kamerahut,Chapéu com câmera,相机帽
collectable_battery,Батарея,Batterie,Batterie,Bateria,电池
cosmetic_bucketHat,Ведро,Seau,Eimer,Balde,桶
cosmetic_tortieSkin,Черепаховый,Tigré,Schildpatt,Casco de tartaruga,玳瑁
cosmetic_furlength_wet,Мокрая шерсть,Fourrure mouillée,Nasses Fell,Pelo molhado,湿毛
cosmetic_furlength_puffyTail,Пушистый хвост,Queue touffue,Buschiger Schwanz,Cauda fofa,蓬松尾巴
cosmetic_botPendant,Подвеска-робот,Pendentif robot,Roboteranhänger,Pingente de robô,机器人吊坠
cosmetic_windChime,Подвеска «музыка ветра»,Pendentif carillon éolien,Windspiel-Anhänger,Pingente de sino de vento,风铃吊坠
cosmetic_hardHatLight,Каска с фонариком,Casque de chantier avec lumière,Schutzhelm mit Lampe,Capacete de segurança com luz,带灯安全帽
cosmetic_piggyBankPendant,Золотая свинка,Cochon d'or,Goldenes Schweinchen,Porquinho de Ouro,金猪
character_aiControlTeam,Команда управления ИИ,Équipe de contrôle de l'IA,KI-Kontrollteam,Equipe de Controle de IA,人工智能控制团队
character_splitLabsTeam,Команда лабораторий разделения,Équipe Split Labs,Split Labs Team,Equipe Split Labs,Split Labs 团队
menu_SkipCutscene,Пропустить кат-сцену,Passer la cinématique,Zwischensequenz überspringen,Pular cena,跳过过场动画
setting_CameraShakeStrength,Сила тряски камеры,Force de tremblement de la caméra,Stärke der Kameraverwacklung,Força de trepidação da câmera,相机抖动强度
setting_CameraShakeStrengthDescription,Уменьшить тряску камеры,Réduire les tremblements de la caméra,Verwacklungen der Kamera reduzieren,Reduzir a trepidação da câmera,减少摄像机抖动
menu_ChooseProfileDescription,Сменить текущий профиль игрока,Modifier le profil du joueur actuel,Das aktuelle Spielerprofil ändern,Alterar o perfil do jogador atual,更改当前玩家资料
setting_ApplyCosmeticsOnPickup,Надевать косметику при подборе,Appliquer les cosmétiques lors du retrait,Kosmetik bei Abholung auftragen,Aplicar cosméticos na retirada,取货时涂抹化妆品
setting_ApplyCosmeticsOnPickupDescription,"Если включено, при подборе косметического предмета он сразу надевается",Une fois activée, la prise en main d'un objet cosmétique l'appliquera immédiatement.,Wenn diese Option aktiviert ist, wird ein kosmetischer Gegenstand beim Aufheben sofort angelegt.,Quando ativada, pegar um item cosmético fará com que ele seja usado imediatamente.,启用此功能后，拾取饰品将立即穿戴。
help_itemSpawners_title,Принтеры предметов,Imprimantes d'articles,Artikeldrucker,Impressoras de itens,物品打印机
help_itemSharingDrawbacks_title,Подводные камни общих предметов,Inconvénients du partage d'objets,Nachteile der gemeinsamen Nutzung von Gegenständen,Desvantagens do compartilhamento de itens,物品共享的缺点
help_profileHacking_title,Взлом профиля,Piratage de profil,Profil-Hacking,Hackeando perfis,个人资料破解
help_customisationBooth_title,Кабинка кастомизации,Cabine de Personnalisation,Individualisierungskabine,Cabine de Personalização,自定义舱
lore_ItemsNewPlural,Новые,Nouveaux,Neue,Novos,新
help_tripSwitch_main,"Автоматические выключатели соединены проводами<BR>с другими системами уровня.<BR>Выключатели с замком<BR>останутся сработавшими, а с галочкой<BR>сами сбросятся.",Les interrupteurs de déclenchement se connectent par des fils à d'autres systèmes du niveau. Les interrupteurs avec un cadenas resteront déclenchés, tandis que ceux avec une coche se réinitialiseront.,Auslöseschalter sind über Drähte mit anderen Systemen im Level verbunden. Schalter mit einem Vorhängeschloss bleiben ausgelöst, während Schalter mit einem Häkchen zurückgesetzt werden.,Plataformas de ativação conectam-se por<BR>fios a outros sistemas do nível.<BR>Plataformas com um cadeado<BR>permanecem ativadas, enquanto<BR>as com sinal de tique serão reiniciadas.,触发开关通过电线连接到同一层的其他系统。<br>带挂锁标志的开关会保持触发状态，而<br>带勾号的开关则会自动复位。
message_accessRequirements,Требования к доступу,Exigences d'accès,Zugangsvoraussetzungen,Requisitos de acesso,访问要求
setting_AmbientOcclusion,Окружающее затенение,Occlusion ambiante,Umgebungsverdeckung,Oclusão Ambiental,环境遮蔽
action_Unfuse,Разделиться,Diviser,Teilen,Dividir,分体
help_houndCage_main,"Двери клеток хрупкие.<BR>Их можно сорвать снаружи,<BR>а если ты в ловушке внутри —<BR>они откроются, когда ты разделишься.",Les portes des cages sont fragiles.<BR>Elles peuvent être arrachées de l'extérieur,<BR>ou si vous êtes coincé à l'intérieur,<BR>elles s'ouvriront lorsque vous vous échapperez.,Käfigtüren sind zerbrechlich.<br>Sie können von außen abgerissen werden,<br>oder wenn man im Inneren gefangen ist,<br>springen sie beim Auseinandergehen auf.,As portas das gaiolas são frágeis.<BR>Elas podem ser arrancadas pelo lado de fora,<BR>ou, se você estiver preso lá dentro,<BR>elas se abrirão quando você escapar.,笼门很脆弱。<BR>它们可以从外面被拉下来，<BR>或者如果你被困在里面，<BR>当你挣脱时它们会弹开。
